recipe_id,ingredients
13781,;vegetable oil; granulated sugar; eggs; all-purpose flour; salt; vanilla; baking soda; tart apples; finely chopped; butterscotch chips; chopped walnuts or pecans; brown sugar; butter; milk; vanilla;
13782,;yeast; milk; sugar; orange; cardamom; vanilla; eggs; orange juice; flour; salt; butter; apples; cinnamon; lemon juice; butter; puff pastry; apples; jam/preserves; egg; egg yolk;
13783,;shortening; flour; salt; egg; milk; peeled sliced apples; sugar; flour; cinnamon; margarine; powdered sugar; salt; vanilla; milk;
13784,;crescent rolls; cream cheese; vanilla; sugar; granny smith apple; cinnamon;
13785,;flour; salt; crisco; egg yolk; milk; apples; sugar; cinnamon; corn flakes; egg white; powdered sugar; cream;
13786,;cream cheese; powdered sugar; egg; pecans; crescent dinner rolls; apples; sugar; cinnamon; maple syrup;
13787,;flour; ground almonds; sugar; cold butter; almond extract; cream cheese; softened; sugar; cream of tartar; egg; brown sugar; flour; cinnamon; apples; slivered almonds;
13788,;yeast; water; milk; sugar; salt; butter or margarine; lemon extract; eggs; flour; apples; cinnamon;
13789,;flour; salt; shortening; egg yolk; milk; sugar; apples; butter; melted; flour; cinnamon; confectioners' sugar; water;
13790,;sugar; cornstarch; cornstarch; cinnamon; nutmeg; apples; apple juice; crescent dinner rolls; cream cheese; confectioners' sugar; vanilla extract; confectioners' sugar; milk;
13791,;tea biscuit dough; ham; mozzarella cheese; apples; cinnamon;
13792,;eggs; salad oil; sugar; all-purpose flour; salt; baking soda; vanilla extract; chopped apples; chopped pecans; brown sugar; milk; margarine or butter;
13793,;vegetable oil; sugar; eggs; vanilla extract; all-purpose flour; salt; baking soda; chopped pecans; apples; packed brown sugar; milk; margarine or butter;
13794,;flour; cinnamon; baking powder; baking soda; salt; sugar; vegetable oil; eggs; vanilla extract; apples; walnuts; brown sugar; butter; milk;
13795,;eggs; vegetable oil; sugar; pecans; tart apples; flour; salt; baking soda; vanilla; brown sugar; butter; milk;
13796,;flour; baking soda; salt; cinnamon; nutmeg; sugar; vegetable oil; sour cream; unsweetened applesauce; eggs; vanilla; apples; pecans (optional); light brown sugar; water or milk; butter;
13797,;oil;sugar;eggs;vanilla;flour;salt;baking soda;cinnamon;pecan;apples;brown sugar;milk;margarine;
13798,;flour; salt; baking soda; pecans; canola oil; sugar; eggs; vanilla; apples; brown sugar; milk; butter;
13799,;sugar; oil; eggs; vanilla; flour; baking soda; baking powder; salt; cinnamon; apples; walnuts; butter; half-and-half cream; brown sugar; whipped cream (optional);
13800,;French baguettes; eggs; milk; baking powder; vanilla extract; tart apples; brown sugar; cornstarch; cinnamon; butter; maple syrup;
13801,;butter; brown sugar; milk; baking soda; flour; cinnamon; clove; nutmeg; walnuts; dates; apple; egg;
13802,;flour; salt; baking soda; cinnamon; dates; walnuts; sugar; eggs; vegetable oil; applesauce; vanilla extract; apples; lemon juice;
13803,;flour; salt; baking soda; cinnamon; dates; walnuts; sugar; eggs; egg whites; canola oil; applesauce; vanilla extract; apples;
13804,;tart apples; dates; brown sugar; all-purpose flour; cinnamon; butter or margarine; nuts; apple slices (optional);
17439,;soft butter or margarine; light brown sugar; flour; dried apricot; lemon zest; sugar; cornstarch; chopped walnuts (optional);
17440,;wholemeal self-rising flour; apricot halves; desiccated coconut; rolled oats; brown sugar; eggs; butter; rolled oats (Extra);
17441,;butter; golden syrup; bicarbonate of soda; water; rolled oats; plain flour; caster sugar; shredded coconut; sesame seeds; dried apricot;
17442,;sugar; margarine or butter; eggs; vanilla essence; milk; flour; dried apricot; chopped; desiccated coconut;
17443,;butter; sweetened condensed milk; brown sugar; minced apricot; wie biscuits; crushed; coconut;
17444,;apricot nectar; light rum; triple sec;
17445,;apricots; frozen yogurt; honey; cinnamon;
17446,;apricot; sultana; water; honey; lemon rind; lemon juice; almonds; skim milk powder; desiccated coconut;
17447,;flour; sugar; butter; baking powder; milk; eggs; vanilla; apricots;
17448,;apricot halves; sugar; lemon juice;
17449,;apricots; sugar; water; vanilla extract;
17450,;butter; flour; egg yolk; sour cream; apricot preserves; coconut; pecans (optional);
17451,;sugar; dried apricot; sour cream; sugar; flour; salt; lemon juice; vanilla; eggs; flour; unsalted butter; shortening; salt;
17452,;sugar cookie dough; pecan halves; dried apricot; apricot preserves; cinnamon; cloves; sour cream; all-purpose flour; powdered sugar; milk;
17453,;dried apricot; water; bread flour; dry milk; salt; ground cinnamon; ground aniseed; ground allspice; apricot nectar; canola oil; honey; active dry yeast;
17454,;flour; sugar; pecans; vegetable oil; apricot baby food; cinnamon; allspice; eggs; cream cheese; milk; vanilla extract; salt; powdered sugar;
17457,;butter; apricots; butter; sugar; cinnamon; nutmeg; syrup; cake mix; butter; sour cream; eggs; light-brown sugar; reserved apricot syrup;
17458,;butter; sugar; vanilla; flour; apricot jam; egg whites; almond extract; powdered sugar; slivered almonds;
17459,;dried apricot; boiling water; butter; sugar; flour; eggs; brown sugar; flour; baking powder; salt; nuts; vanilla extract;
17460,;apricots; water; honey; oats; whole wheat flour; walnuts; unrefined oil or cold pressed oil; raw honey;
17461,;butter; sugar; egg yolk; flour; walnuts; apricot jam;
17462,;unsalted butter; flour; granulated sugar; dried apricot; eggs; light brown sugar; salt;
17463,;white grape juice; dried apricot; flour; cream of wheat; sugar; baking powder; salt; nutmeg; butter; vanilla extract; egg whites; vanilla yogurt;
17464,;Stilton cheese; butter; walnuts; apricots;
17465,;apricots; water; eggs; lemon juice; sugar; flour; salt; walnuts; powdered sugar; butter;
17466,;butter or margarine; cream cheese; flour; apricot preserves; coconut; chopped nuts (optional);
17467,;apricots; brown sugar; cinnamon; sultana; hazelnuts; phyllo pastry; nonfat milk; icing sugar;
17468,;onion; butter; ginger; apricot jam; chicken stock; bread cubes; Cornish hens; salt; pepper; butter; apricot jam;
17469,;Italian bread; apricot jam; cream cheese; eggs; milk; cinnamon; butter; maple syrup;
17470,;apricot brandy; coconut rum; pineapple juice; orange juice; lemon juice; light rum; cherries; pineapple (wedge);
17471,;apricots; shortening; flour; salt; butter; brown sugar; milk; baking powder; egg; cinnamon;
17472,;apricots; apricot nectar; water; sugar; distilled white vinegar; Asian chili sauce; ginger;
17473,;sweet potatoes; apricot halves; brown sugar; cornstarch; salt; cinnamon; sherry or orange juice; dark raisins; orange zest;
17474,;sweet potatoes; brown sugar; cornstarch; salt; cinnamon; apricot nectar; water; margarine; apricots; pecan halves;
17475,;apricot; sugar; graham cracker crumbs; vegetable oil; cottage cheese; cream cheese; sour cream; egg; vanilla; lemon rind; lemon juice; flour; egg whites; cream of tartar;
17476,;apricots; water; sugar; lemon juice; corn syrup;
17477,;apricots; coconut; orange; sugar;
17479,;apricot; tarragon leaves; sugar; butter; egg yolk; olive oil; sea salt; flour;
17480,;flour; almonds (toasted; blanched; and finely ground); sugar; butter; egg yolk; vanilla; whipping cream; apricots (cut in half and pitted); eggs (beaten);
17481,;phyllo dough; unsalted butter; apricot jam; apricots; brown sugar;
17482,;walnuts; dates; dried apricots; honey; orange juice; cinnamon;
17483,;butter; sugar; cinnamon stick; vanilla bean; brandy; lemon juice; apricots; puff pastry;
17484,;apricot liqueur; Frangelico; cherry flavored liqueur; cream;
17485,;pie crusts; slivered almonds; tea biscuits; sugar; apricots; apple jelly; blueberries;
17486,;flour; butter; salt; sugar; apricots;
17487,;butter; cream cheese; flour; apricot; water; pecans; sugar; orange marmalade; cinnamon; cloves; cream cheese; butter; vanilla extract; confectioners' sugar;
17488,;cream cheese; butter; sugar; flour; eggs; vanilla; apricot filling; pecans (optional);
17489,;apricot nectar; cinnamon sticks; orange peel; lemon peel; hot apricot-flavored black tea; brown sugar (optional);
17490,;apricot; water; flour; baking powder; baking soda; salt; egg; sugar; canola oil; orange juice; pecans;
17491,;flour; sugar; whole wheat flour; baking powder; baking soda; apricot halves; sour cream; applesauce; egg whites; vanilla extract; pecans;
17492,;flour; sugar; salt; cream cheese; butter; sour cream; apricots; sugar; orange juice; confectioners' sugar; water;
17493,;hot tea; apricot nectar; orange juice; sugar; lemon juice; ginger ale; ice cube;
17494,;apricots; tea; butter; sugar; egg; flour;
17495,;apricot; flour; baking powder; salt; butter; sugar; egg; orange juice; almonds;
17496,;apricot halves; brown sugar; butter; sugar; eggs; flour; baking powder; salt; milk;
17497,;apricot preserves; teriyaki sauce; Dijon mustard; ground ginger; vegetable oil; pork chops; salt; black pepper; snow peas; angel hair pasta; green onions; sesame seeds;
17498,;chickens; thyme; lemons; apricot marmalade; teriyaki marinade; red wine vinegar; garlic; oregano; olive oil;
17499,;apricot preserves (or use jam); teriyaki sauce; Dijon mustard; ground ginger;
17501,;pecan halves; cream cheese; blue cheese; dried apricots;
17502,;butter or margarine; sugar; cream cheese; egg; lemon juice; flour; baking powder; apricot preserves; powdered sugar;
17503,;flour; butter; sugar; egg; salt; apricots; sugar; eggs; flour;
17504,;almonds; pumpkin seeds; sunflower seeds; cashews; apricots;
17505,;apricot halves;amaretto liqueur;yellow cake mix;eggs;vegetable oil;apricot jam or apricot preserves;instant prepared custard;toasted slivered almonds;
17506,;apricots; coconut; brown sugar; sweetened condensed milk; lemon juice;
17507,;apricot preserves; chocolate; unsalted butter; orange juice; unsweetened cocoa powder;
17508,;turkey breast cutlets; paprika; cayenne pepper; cooking spray; salt; pepper; apricot preserves; Dijon mustard; parsley;
17509,;turkey breasts; apricot preserves; onion soup mix; challah or white bread;
17510,;chick-peas; apricot; shallot; salt; ginger; cumin; cinnamon; red pepper; turkey; cooking spray; hamburger buns;
17511,;puff pastry; apricot preserves; mustard; turkey; monteray jack cheese;
17512,;bacon; multigrain bread; apricot jam; turkey breast; lettuce; tomatoes; red onions; swiss cheese; Dijon mustard;
17513,;apricot jam; orange juice; lemon juice; cornstarch; Dijon mustard; vegetable oil; turkey; garlic; gingerroot; red pepper; snow peas; carrot; green onions; cashews;
17514,;apricot halves; butter or margarine; brown sugar; eggs; sugar; cake flour; baking powder; salt;
17515,;butter; dark brown sugar; apricot halves; apricot juice; lemon juice; shortening; granulated sugar; egg; flour; baking powder; salt; milk; vanilla extract;
17516,;butter; dark brown sugar; water; lemon juice; apricots; butter; raw caster sugar; eggs; almond meal; self raising flour; cinnamon; cardamom; milk;
17517,;apricot halves; butter; brown sugar; flour; sugar; baking powder; salt; soft butter; milk; vanilla; eggs;
17518,;vodka; apricot; vanilla beans; water;
17519,;bacon; onion; veal schnitzels; seasoned flour; oil; apricot nectar; onion soup mix; Worcestershire sauce; mushrooms; extra oil; rice;
17520,;apricot; apricot preserves; cream cheese; butter; flour; egg; sugar; cinnamon;
17521,;apricot; apricot preserves; cream cheese; butter or margarine; flour; egg; cinnamon sugar; walnuts;
17522,;apricot halves; balsamic vinegar; water; garlic; thyme; olive oil;
17523,;apricot preserves; vodka; mandarin orange syrup or water;
17524,;mandarin vodka; apricot nectar; simple syrup; ice; dried apricots (soaked in mandarin orange-flavored vodka for 24 hours);
17525,;apricots; butter; eggs; sugar; flour; baking powder; heavy cream;
17526,;water; onion; parsley; chicken style seasoning; garlic; saltine crackers; walnuts; oats; tofu; apricot jam; ketchup; lemon juice; raw sugar; onions; olive oil; salt; oregano;
17527,;apricot halves; sugar; shortening; eggs; flour; baking powder; baking soda; salt; walnuts;
17528,;apricots; almond extract; disaronno liquor; Irish whiskey; Jasmine Pearls; water; sugar; walnuts; sourdough bread; milk; eggs; kosher salt; cinnamon;
17529,;apricot; onions; cider vinegar; garlic; oranges; sugar; raisins; salt; mustard; allspice; ginger; walnuts;
17530,;oatmeal; walnuts; dried apricot; baking powder; salt; milk; honey or agave syrup; eggs; vegetable oil;
17531,;flour; pastry flour; sugar; baking powder; salt; butter; heavy cream; egg; dried apricot; walnuts;
17532,;apricot; flour; baking powder; salt; egg; vanilla extract; sugar; vegetable oil; walnuts;
17533,;sugar cookie mix; butter; egg; apricot jam; lemon juice; walnuts;
17534,;apricots; water; salt (optional);
17535,;apricots; apricot preserves; Cool Whip; pie shell;
17536,;apricot puree; sugar; lemon juice; vanilla; almond extract; gelatin; egg whites; cool whip;
17537,;butter or margarine; sugar; brown sugar; egg; vanilla; warm water; instant powdered milk; flour; salt; baking soda; cream of tartar; lemon zest; apricot; cashews; white chocolate or white chocolate chips; unsweetened coconut;
17538,;butter or margarine; brown sugar; vanilla extract; egg; flour; baking soda; salt; hazelnuts (optional); dried apricot; white chocolate;
17539,;butter; sugar; brown sugar; fructose (optional); egg; flour; baking powder; sea salt; oats; white chocolate; apricot; pecans (optional);
17540,;butter; flour; sugar; baking powder; salt; dried apricot; white chocolate chips; eggs; half-and-half; vanilla; granulated sugar (optional);
17541,;puff pastry; coconut milk; fine coconut; dried apricots; walnuts; white chocolate; brown sugar or Splenda brown sugar blend; lemon zest; salt; dark chocolate;
17542,;butter; sugar; sour cream; white baking chocolate; marshmallow creme; dried apricot; walnuts;
21148,;asparagus; potatoes; oil; onions; salt; pepper; egg; paprika;
21149,;asparagus; onions; gold potatoes; celery; portabella mushroom; garlic; balsamic vinegar; half-and-half cream; butter; cream cheese; salt; pepper; parmesan cheese; love;
21150,;vegetable broth; red potatoes; onion; asparagus; vanilla-flavored soymilk; low-fat vanilla yogurt; lemon juice; salt; pepper; asparagus tips;
21151,;asparagus; potato; onion; vegetable stock; cinnamon; nutmeg; salt; pepper; parmesan cheese;
21152,;chicken broth; potatoes; onion; salt; asparagus; milk; flour; Velveeta cheese (cubed or sliced) or colby cheese (cubed or sliced);
21153,;asparagus; prosciutto; tomatoes; olive oil; red wine vinegar; garlic; salt; pepper; dried basil;
21154,;extra virgin olive oil; white wine vinegar; asparagus; sea salt; fresh ground pepper; arugula leaves; lemon; pecorino cheese; prosciutto;
21155,;asparagus; brie cheese; prosciutto; mushrooms; onion; butter; flour; chicken stock; white wine; garlic powder; pepper; sour cream; parsley;
21156,;asparagus; diced tomato; cooking spray; yellow bell pepper; onion; garlic; herbes de provence; Italian dressing; parsley;
21157,;olive oil; garlic; shallot; tomatoes; asparagus; basil; salt; black pepper;
21158,;asparagus; olive oil; cherry tomatoes; garlic; salt; pepper; lemon juice;
21159,;butter; flour; milk; salt; eggs; asparagus tips (reserve 1/2 cup asparagus juice from can);
21160,;puff pastry; cream cheese; dill; chives; garlic; orange zest; lemon zest; orange juice; lemon juice; salmon; ham; asparagus; parmesan cheese;
21161,;bread; processed cheese; asparagus; egg yolks; egg whites; salad dressing; salt; pepper;
21162,;asparagus; eggs; salt; pepper; gruyere cheese;
21163,;butter; flour; egg; salt; asparagus; eggs; heavy cream; salt; black pepper; chives;
21164,;asparagus; eggs; sour cream; gruyere cheese; mushrooms; garlic; tarragon; red pepper; salt; pepper; pie crust;
21165,;deep dish pie shell (9 inch); asparagus spears; sliced cooked mushroom; shredded swiss cheese; all-purpose flour; eggs; beaten; half-and-half; salt; black pepper; ground nutmeg;
21166,;asparagus; pie crust; eggs; milk; cheese;
21167,;asparagus; Bisquick baking mix; cheddar cheese or monterey jack cheese; olive oil; mushrooms; eggs; green onions; salt; pepper;
21168,;asparagus; bacon; pie shells; egg white; eggs; half-and-half cream; nutmeg; salt; pepper; swiss cheese;
21169,;frozen pie crust; asparagus; olive oil; salt; pepper; eggs; egg whites; low-fat milk; low-fat swiss cheese; salt; pepper; nutmeg;
21170,;asparagus spear; cherry tomatoes; chives; lemon juice; olive oil; black pepper; Dijon mustard; sugar; salt; goat cheese;
21171,;onion; butter; chicken broth; water; rice; garlic; asparagus; cooked chicken (optional); salt; pepper;
21172,;onion; mushroom; butter; olive oil; arborio rice; salt; white pepper; chicken broth; white wine; turmeric; asparagus; parmesan cheese;
21173,;asparagus; chicken broth; olive oil; onions; arborio rice; parmesan cheese; butter; shaved parmesan cheese;
21174,;butter; olive oil; onion; rice; chicken broth; asparagus; parmesan cheese;
21175,;olive oil; shallot; garlic; risotto rice; white wine; vegetable stock; asparagus; butter; parmesan cheese; salt; black pepper;
21176,;butter; onion; asparagus; garlic; arborio rice; chicken broth; cream; parmesan cheese; basil;
21177,;asparagus; margarine or butter; onion; rice; chicken broth; parmesan cheese; salt; pepper;
21178,;arborio rice; butter; onion; asparagus; white wine; vegetable stock or water; parmesan cheese;
21179,;asparagus; chicken broth; olive oil; onion; arborio rice; white wine; butter; parmesan cheese;
21180,;butter; risotto rice; chicken stock or vegetable stock; asparagus; onion; white wine; salt; pepper;
21181,;asparagus; chicken broth; olive oil; onions; arborio rice; parmesan cheese; butter; shaved parmesan cheese;
21182,;chicken broth; water; asparagus; butter; vegetable oil; onion; rice; white wine; salt; crabmeat; orange zest; garlic; parsley; black pepper;
21183,;asparagus; olive oil; chicken or vegetable stock; shallots or onion; garlic; risotto rice; white wine; lemon thyme; butter; parmesan cheese;
21184,;butter; olive oil; onion; arborio rice; white wine; rosemary; parsley; garlic; parmesan cheese; whipping cream; pine nuts; asparagus; vegetable broth; water;
21185,;chicken stock; asparagus; olive oil; shiitake mushrooms; salt; black pepper; onion; garlic; arborio rice; white wine; thyme; butter; Fontina cheese; parmesan cheese; parsley; lemon zest;
21186,;asparagus; chicken broth; shallot; olive oil; arborio rice; lemon zest; white wine; shrimp; salt; pepper;
21187,;asparagus; olive oil; sugar; salt; ground pepper;
21188,;asparagus; prosciutto; swiss cheese; black pepper; butter; breadcrumbs; parmesan cheese;
21189,;white bread;cream cheese;wisconsin blue cheese;sour cream;dill weed;white pepper;asparagus spears;melted butter;
21190,;cream cheese; sour cream; Good Seasons garlic and herb seasoning mix; smoked turkey; low-sodium ham; asparagus;
21191,;asparagus spears; sandwich bread; cream cheese; bacon; chives; butter; parmesan cheese;
21192,;sandwich bread; French dressing; Tony Chachere's Seasoning; garlic powder; roast beef; swiss cheese; asparagus spears; butter (optional);
21193,;deli ham; asparagus spears; mayonnaise; cream cheese; garlic powder;
21194,;asparagus; phyllo dough; melted butter; parmesan cheese;
21195,;asparagus; water; bread; butter; mayonnaise; salt; pepper;
21196,;whipped cream cheese; mayonnaise; dry dill weed; chopped sweet onions; crescent dinner rolls; prosciutto; asparagus spear; red pepper; parmesan cheese; egg white; water;
21197,;asparagus; white bread; cream cheese; bacon; chives; butter or margarine; parmesan cheese; lemon juice; hot sauce;
21198,;parsley; horseradish; cream cheese; smoked salmon; asparagus;
21200,;asparagus; chicken thighs; garlic and herb goat cheese; mushrooms; cream of mushroom soup; sour cream; madeira wine or low-fat milk; flour; dried onion flakes; Italian breadcrumbs; butter;
21201,;white bread; blue cheese; butter; cream cheese; asparagus spears;
21202,;asparagus; crescent dinner rolls; monterey jack cheese; bacon bits; green onion;
21203,;asparagus; crescent roll dough; monterey jack cheese; bacon bits; green onion;
21204,;jalapeno peppers; garlic; onion; red pepper flakes; lemon; sugar; chicken broth; olive oil; salt; flour tortillas; asparagus; monterey jack cheese; sour cream;
21205,;asparagus; cream cheese; blue cheese; mayonnaise; chives; bread; ham; butter or margarine; paprika; green onion; red bell pepper;
21206,;asparagus; orange juice concentrate; water; olive oil; red wine vinegar; salt; pepper; mushroom; cherry tomatoes; lettuce;
21207,;asparagus; soy sauce; vegetable oil; vinegar; sugar; sesame seeds; ginger; cumin;
21208,;asparagus; romaine lettuce; pine nuts; prosciutto;
21209,;asparagus; oranges or red bell pepper; walnuts; parsley; red wine vinegar; balsamic vinegar; olive oil; orange juice; Dijon mustard; orange rind; garlic; salt;
21210,;asparagus or green beans; chicken stock; sesame seeds; sugar; soy sauce; white wine vinegar; water;
21211,;asparagus; yogurt; blue cheese; lemon juice; chives; garlic; tomatoes; fennel;
21212,;asparagus; balsamic vinegar; sugar; garlic; baby greens; roasted red peppers; green onions; egg white; parsley;
21213,;asparagus; onion; artichoke heart; black olives; tomatoes; feta; cilantro; parsley; dill; mayonnaise; Dijon mustard; white balsamic vinegar; sea salt;
21214,;asparagus; vinegar; parsley; sugar; egg; oil; salt; sour cream (optional);
21215,;asparagus; balsamic vinegar; olive oil; mustard; marjoram; garlic; red bell pepper; pecans;
21216,;asparagus; oil; mushrooms; ginger; vegetable stock; rice vinegar; soy sauce; sesame oil; neutral oil; salt; pepper; sesame seeds; chives;
21217,;asparagus; Dijon mustard; red wine vinegar; olive oil; shallot; fresh ground pepper;
21218,;asparagus; balsamic vinegar; red wine vinegar; honey; Dijon mustard; kosher salt; olive oil; poppy seeds;
21219,;asparagus; scallions; olive oil; ginger; chicken broth; rice wine vinegar; soy sauce; sugar; black pepper; lemon juice;
21220,;asparagus; chives; olive oil; lime juice; sugar; black pepper;
21221,;mustard; olive oil; egg yolk; lemon juice; soy sauce; asparagus;
21222,;asparagus; orange (peeled and sectioned); orange juice; red wine vinegar; orange zest; Dijon mustard; olive oil; ground ginger; salt; pepper; hazelnuts (unblanched almonds);
21223,;red bell peppers; yellow bell peppers; olive oil; garlic; salt; black pepper; asparagus; balsamic vinegar;
21224,;asparagus; red bell peppers; white wine vinegar; capers; Dijon mustard; tarragon or dill; garlic; red onion; salt; pepper; olive oil; goat cheese; olives; parmigiano-reggiano cheese;
21225,;olive oil; red wine vinegar; Dijon mustard or grainy mustard; garlic; salt; pepper; asparagus; red pepper; yellow pepper;
21226,;white wine vinegar; minced shallot; Dijon mustard; salt; fresh ground black pepper; vegetable oil; walnut oil; asparagus; walnuts; parsley leaves; blue cheese;
21227,;lemon juice; parmigiano-reggiano cheese; chives; garlic; salt; black pepper; Dijon mustard; olive oil; asparagus; prosciutto; eggs; cooking spray; chives (optional);
21228,;sushi rice;asparagus;nori;smoked salmon;pickled ginger;soy sauce;wasabi;
21229,;asparagus; tomatoes; onion; garlic; cilantro; jalapenos; tomato juice; salt; cider vinegar;
21230,;asparagus; tomatoes; onion; jalapeno; cilantro; garlic; cider vinegar; salt; tortilla chips;
21231,;asparagus; balsamic vinegar; tamari; brown sugar; garlic; green onion; baguette; cream cheese; chives; tarragon; salt; pepper; radishes (optional);
21232,;asparagus; onions; garlic; salt; black pepper; mace; single cream or double cream;
21233,;asparagus spears; unsalted butter; all-purpose flour; chicken broth; salt; ground black pepper;
21234,;asparagus; butter; red bell pepper; salt; pepper;
21235,;asparagus; butter; Dijon mustard; lemon juice; pepper;
21236,;asparagus; flour; flour; baking powder; salt; baking soda; pepper; dill; cayenne; butter; yogurt; swiss cheese;
21237,;asparagus; scallops; onions; butter; olive oil; water; chicken broth; rice; salt; pepper; white wine; grana padano cheese;
21238,;asparagus; bread; blue cheese; butter or margarine; sesame seeds;
21239,;asparagus; rice vinegar; soy sauce; roasted sesame oil; cilantro; coarse salt; baby arugula or mesclun; sesame seeds;
21240,;asparagus; soy sauce; sesame oil; red chili oil; sesame seeds;
21241,;asparagus; garlic; mushrooms; chicken; flour; chicken stock; honey; soy sauce; ginger; red pepper flakes; sesame oil; green onion; brown rice; lime; presliced green onion; sesame seeds (optional);
21242,;shrimp; olive oil; white wine; water; garlic; chili pods; salt; asparagus; caesar salad dressing;
21243,;sweet onion; garlic; butter; asparagus; pepper; roasted red pepper (optional); mushroom (optional); crescent dinner rolls; garlic butter flavor; mozzarella cheese; swiss cheese;
21244,;butter; flour; milk; eggs; asparagus; salt;
21245,;celery; white navy beans; asparagus; fennel seed; celery seed; dill; salt; green peppercorn; light cream;
21246,;asparagus; milk; chicken stock cubes; butter; flour; crouton (for garnish);
21247,;potato; boiling water; chicken bouillon cubes; asparagus; garlic; basil; salt; pepper;
21248,;olive oil; shallots; garlic; thyme; potatoes; asparagus; salt; cream; lemon juice;
24822,;chicken; oil; butter; flour; paprika; salt; seasoning salt; black pepper; garlic powder;
24823,;bran buds; oats; coconut; wheat germ; dates; raisins; apricot; cranberries; flax seeds; pumpkin seeds; sesame seeds; sunflower seeds; cinnamon; vegetable oil; water; honey; vanilla;
24824,;green beans; bacon; onion; apple cider vinegar;
24825,;green beans; basil; lemon juice; garlic salt; salt; olive oil;
24826,;green beans; bacon; garlic powder; salt; pepper;
24827,;margarine; onion; rye bread; American cheese; swiss cheese;
24829,;flour; whole wheat flour; sugar; salt; yeast; water; olive oil; oil; garlic; red pepper flakes; tomatoes; salt; fontina; parmesan cheese; basil;
24831,;pineapple chunks; shrimp; ginger; garlic; olive oil; crushed red pepper flakes; salt; pepper;
24832,;top sirloin steaks; bell peppers; onion; red wine vinegar; light soy sauce; brown sugar; garlic; garlic powder; dried onion flakes; ground ginger; black pepper;
24833,;frozen fruit; frozen fat-free cool whip; nonfat milk; Splenda sugar substitute;
24834,;potatoes; celery; onion flakes; ham; green pea; water; chicken bouillon granules; sea salt; black pepper; butter; flour; milk;
24835,;ground chuck; corn; green beans; potatoes; celery; onion; garlic; carrots; water; beef bouillon cubes; diced tomatoes; pasta or barley; salt; pepper;
24836,;hamburger; Spanish onion; garlic; crushed tomatoes; frozen spinach; converted rice; dried dill weed; garlic salt; black pepper; sharp cheddar cheese;
24837,;milk; sour cream; instant vanilla pudding; crushed pineapple with juice; sweetened flaked coconut; lime;
24838,;orrington farms chicken soup base; dried basil; minced garlic; cornstarch; cold water; rice wine vinegar; cayenne pepper; white pepper; egg substitute; sesame oil;
24840,;black beans; onion; broth; water; cumin; rotel; diced tomatoes; cilantro; sour cream; tortilla chips;
24841,;turkey; olive oil; black pepper; chicken broth;
24842,;skim milk; peanut butter; cottage cheese; whey protein; ice cream; banana;
24843,;yeast; shortening; sugar; salt; flour;
24844,;butter; sugar; honey; salt; cocoa; cold water; cake flour; baking soda; boiling water; egg whites; brown sugar; flour; egg yolks; milk; butter; pecans; unsweetened chocolate square; sugar; butter; milk; salt; vanilla;
24845,;mayonnaise; cream cheese; mozzarella cheese; cheddar cheese; parmesan cheese; garlic; artichoke hearts;
24846,;hamburger; cumin; water; chili powder; garlic powder; sugar; ketchup; dried onion flakes; salt;
24847,;condensed milk; chocolate; cocoa;
24848,;baby corn; cornflour; oil; green bell pepper; red bell pepper; yellow bell pepper; red chilies; spring onion; onion; garlic; tomato sauce; vinegar; red chili paste; hot black bean paste; sugar; salt; vegetable stock; sesame oil; red chili pepper flakes;
24849,;butter;yogurt;chocolate baking squares;melted;sugar;brown sugar;eggs;salt;baking soda;vanilla extract;flour;chocolate chips;mint chocolate chip ice cream;
24850,;crisp rice cereal; butter; marshmallows; confectioners' sugar; miniature marshmallow (optional); full size marshmallows; white frosting; room temperature; confectioners' sugar (approximate);
24851,;pizza crust; cream cheese; tomatoes; artichoke hearts; onion; mozzarella cheese; fresh ground pepper;
24852,;venison roast; onion soup mix; dried basil; dried parsley flakes; beef bouillon granules; celery salt; garlic powder; cayenne pepper; pepper; sandwich buns; cheese (optional); pepper rings (optional);
24853,;carrots; red grapes; honeycrisp apple; pink lady apple; strawberries; lemon;
24854,;devil's food cake mix; chocolate pudding mix; sour cream; vegetable oil or canola oil; water; eggs; Kahlua; cinnamon (optional); chocolate chips; chopped walnuts (optional); confectioners' sugar; Kahlua;
24855,;Italian sausage; spaghetti sauce; diced tomatoes; water; garlic; italian seasoning; ricotta cheese; mozzarella cheese; parmesan cheese; eggs; parsley; black pepper; lasagna noodles;
24856,;Italian sausage; ground beef; onion; carrot; garlic; chicken stock; roasted tomatoes; tomato sauce; bay leaf; basil; campanelle pasta; parsley; ricotta cheese; mozzarella cheese; parmesan cheese; salt; pepper;
24857,;grits; salt; water; garlic cheese rolls; butter or margarine; eggs; milk; tomatoes; dry basil; vidalia onion; monterey jack cheese; cheddar cheese;
24858,;onions; lentils; water; apple; bouillon cubes; garlic; salt; pepper; bay leaf;
24859,;lentils;water;onion;tofu;sweet potatoes;kale;ground nuts;olive oil;salt;pepper;
24860,;pearl barley; green lentil; green onion; lemon juice; olive oil; garlic; cumin; salt; pepper;
24861,;warm water; cold water; egg; vegetable oil; bread flour; whole wheat flour; sugar; salt; yeast; vegetable oil;
24862,;Little Smokies sausage; brown sugar; maple bacon;
24863,;sour cream; mayonnaise; bacon; red onion; salt; black pepper; baking potatoes; green onions; cheddar cheese;
